Name        TYCHO_1       HIP      dec                     dec_error             parallax                parallax_error        ra                   ra_error              source_id             G_mean               Err_G                   RRt_1   <Vmag>   e_<Vmag>   AV      Met_ZW   <Kmag>   e_<Kmag>   <W1mag>   e_<W1mag>   LogP                   Err_[Fe/H]   Met_Harris             
  V0338_Pup   8104-1448-1   31400    -45.30857364978574      0.20422358692786308   1.7809058361355135      0.22788191014589862   98.73153544504717    0.1999939722044676    5555745531172521344   9.034165797061949    0.003939463654856712    AB      9.143    0.037      0.035   -2.16    7.826    0.038      7.727     0.0060      -0.09832376992020223   0.2          -2.1000000858306884    
  V0440_Sgr   6889-1242-1   96101    -23.853773065352097     0.3566873814395816    1.2780043963285577      0.41680760117436905   293.0865737749785    0.10664140567566437   6771307450164337920   10.394146668890304   0.023099971193699533    AB      10.322   0.012      0.346   -1.47    9.09     0.038      9.034     0.0060      -0.32102663166983814   0.2          -1.4100000286102294    
  V0494_Sco   7376-369-1    86512    -31.542192576400037     0.3251373476144124    1.0564133360056287      0.3040056265369184    265.201984153505     0.31379732239596414   4055098870077726976   11.349785892790202   0.019305882597829466    AB      11.33    0.0090     0.588   -1.01    10.33    0.042      NA        NA          -0.369267100930915     0.2          -0.9499999904632568    
  V0690_Sco   7890-1497-1   87922    -40.557594692049975     0.2985060047516225    0.8594407336939288      0.24267595484253957   269.41099540552625   0.31222726571597403   4035521825030647552   11.24456522823381    0.02231546177790938     AB      11.419   0.012      0.375   -1.11    10.168   0.037      10.022    0.0090      -0.3077701609040812    0.2          -1.0500000143051147    
  RU_Scl      6412-619-1    226      -24.945373414532995     0.1411606935028837    1.5224982244418597      0.2971394654143785    0.7006759900530274   0.2479650541614843    2336550169954917376   10.328618518783285   0.013661505931096966    AB      10.218   0.0070     0.055   -1.25    9.222    0.036      9.143     0.015       -0.30680084825674564   0.2          -1.19                  
  VW_Scl      7534-870-1    6094     -39.21261451053282      0.127534026553832     1.1126296954612442      0.3324701809744796    19.562504306081944   0.15230328182957836   4985455994038393088   11.181084587610382   0.013801292107333612    AB      11.029   0.013      0.048   -1.06    10.109   0.037      10.007    0.0080      -0.29157911891249716   0.2          -0.999999942779541     
  VX_Scl      7005-642-1    7398     -35.128608709298376     0.11576789422227204   0.6970413387497527      0.23909132140283243   23.848775374612405   0.1311153261297055    5011834343140631040   11.895972749931714   0.012766515220217694    AB      11.999   0.018      0.044   -2.25    10.911   0.039      10.749    0.0080      -0.19579240765981976   0.2          -2.19                  
  AN_Ser      951-213-1     77830    12.961104599434215      0.11138559646622928   0.7711635623688297      0.2853886776196823    238.37938957259647   0.19415644448144656   1191509999055192960   10.984767491816818   0.017829323745323387    AB      10.961   0.0090     0.124   -0.04    9.831    0.036      9.771     0.011       -0.28224633027060003   0.2          0.02000000089406967    
  AT_Ser      943-703-1     77997    7.9887427305417456      0.14867965346867743   0.5096787537935361      0.30164171668099315   238.9181995771983    0.22547830528151108   4454183795247850880   11.419231792408716   0.014865896705295055    AB      11.492   0.0070     0.114   -2.03    10.214   0.036      10.147    0.0090      -0.1269701790617852    0.2          -1.9699999713897705    
  RW_TrA      9051-1868-1   83244    -66.66392155201319      0.16793081606772814   0.9597423467472663      0.2696310260223063    255.1944642154775    0.1185769414622365    5815008826813850368   11.224926917713873   0.011031465412344572    AB      11.347   0.0090     0.416   0.07     10.058   0.036      10.023    0.0060      -0.42701229218928866   0.2          0.13000000029802322    
  W_Tuc       8845-285-1    4541     -63.395736358220745     0.2496979100767166    0.718631771349771       0.24981273079388208   14.540500215135609   0.3389297500672514    4709830419187537920   11.639310740684405   0.007512328398519324    AB      11.433   0.0080     0.063   -1.64    10.34    0.037      10.304    0.015       -0.19226207140861445   0.2          -1.5799999856948852    
  RV_UMa      3850-662-1    66122    53.98720996247071       0.19875707273858825   0.7413465121269217      0.2309226247650131    203.32515630626014   0.1608415310861984    1561928422706459264   10.77121368466976    0.020206731363986184    AB      10.782   0.012      0.054   -1.19    9.841    0.036      9.723     0.0040      -0.32966134834342237   0.2          -1.130000057220459     
  TU_UMa      2523-441-1    56088    30.067104830487033      0.3395815917274914    1.4680622617849508      0.3127109777196086    172.45170635975103   0.2038702822892583    4022618712476736896   9.447260057163785    0.018866240174598703    AB      9.828    0.012      0.066   -1.44    8.662    0.036      8.593     0.01        -0.2542227630711093    0.2          -1.380000057220459     
  AB_UMa      3455-362-1    59411    47.828762593195556      0.16838501314722806   0.9348101900748149      0.26620098431843464   182.81068523312453   0.14853903349968067   1546016668386865792   10.732688594859122   0.010123701618119194    AB      10.899   0.018      0.068   -0.72    9.623    0.036      9.565     0.0040      -0.22213836345927976   0.2          -0.6600000286102294    
  AF_Vel      8207-1400-1   53213    -49.90638054182703      0.1695863066481149    1.1567042779594503      0.24731727156623548   163.26064691432958   0.21309388940624965   5360400626025377536   11.393580819972184   0.009855774057805968    AB      11.389   0.0080     0.407   -1.64    10.042   0.038      9.967     0.0090      -0.2777775576223575    0.2          -1.5799999856948852    
  ST_Vir      4977-480-1    70702    -0.9016846233171103     0.40269194977948314   0.8741522968658906      0.6130803166674107    216.91278745587852   0.4647966558145272    3652665554042358144   11.716309860313386   0.009540078254844623    AB      11.551   0.012      0.119   -0.88    10.67    0.037      10.532    0.011       -0.3862638621652318    0.2          -0.8199999952316284    
  UU_Vir      4939-145-1    59208    -0.45676283011916324    0.17592209341460735   1.3521275221230489      0.31567661240604894   182.145956162427     0.2580454659680068    3698725333080479104   10.686117437126315   0.02161186058323449     AB      10.588   0.0070     0.054   -0.82    9.276    0.037      9.456     0.0070      -0.3227581502216131    0.2          -0.7599999928474426    
  AF_Vir      324-600-1     70751    6.545534810169179       0.2349468912555161    0.6472765442827721      0.3568232221826026    217.04069506485004   0.22287265329869696   3670341509128973056   11.881219335500264   0.009291567271847235    AB      11.707   0.012      0.071   -1.46    10.699   0.038      10.684    0.0050      -0.31533414136749505   0.2          -1.4000000381469726    
  AM_Vir      6120-430-1    65344    -16.666263000443212     0.23667397283972497   0.5898170805109987      0.40913775262816765   200.88885618615802   0.43220932786160793   3604450388616968576   11.401582641737654   0.016555471397016328    AB      11.525   0.012      0.205   -1.37    10.197   0.037      10.085    0.0070      -0.2110542545265558    0.2          -1.3100000047683715    
  AT_Vir      4956-24-1     63054    -5.459071727368514      0.19385091011101688   0.15369293786797852     0.3793013554196219    193.7936725170854    0.2674976995218378    3677686040644104320   11.393189758683624   0.016448288265007553    AB      11.335   0.012      0.092   -1.91    10.337   0.042      10.203    0.01        -0.2791794267368743    0.2          -1.8499999666213989    
  AV_Vir      891-239-1     65063    9.187735251762042       0.10219970804406152   0.1434622222459735      0.268295234316348     200.04819876652488   0.2601734434599493    3731723085779316992   11.723881674041065   0.011783405115518767    AB      11.812   0.0090     0.086   -1.32    10.566   0.037      10.488    0.0060      -0.18243462697299667   0.2          -1.2600000524520873    
  BB_Vir      315-1326-1    67653    6.43092677792063        0.25095834664157773   -0.2521739506785768     0.3478937837440398    207.91973442367558   0.36898550385931395   3720468828354785024   11.052291114978686   0.036451806224073235    AB      11.111   0.0070     0.076   -1.61    10.301   0.036      10.353    0.0040      -0.3267947280655336    0.2          -1.5500000143051147    
  BN_Vul      2125-1630-1   95702    24.347203281071952      0.14942951114262001   1.4486984244110086      0.22941674739061657   291.98338774670117   0.12442813849589317   2022835519452349184   10.72194889616501    0.021406709126007527    AB      10.985   0.018      1.283   -1.52    8.665    0.033      8.601     0.0090      -0.22606734151927377   0.2          -1.4599999809265136    
  BV_Aqr      6383-1552-1   108839   -21.525680391005103     0.20934099243628526   0.9213298637832172      0.2629723648961059    330.72498434794784   0.26893083843941057   6820039248616386688   10.885325948240522   0.021563391551235777    C       10.888   0.036      0.103   -1.49    10.01    0.039      9.975     0.0050      -0.31213731813724965   0.2          -1.430000009536743     
  TV_Boo      3038-699-1    69759    42.359779522603084      0.16940643074821737   0.7555271569446628      0.23254661683804673   214.1523992602594    0.15642561204645372   1492230552420859776   10.908804619705002   0.0112656803074294      C       10.999   0.018      0.03    -2.24    10.21    0.034      10.154    0.0040      -0.3780110446672179    0.2          -2.180000009536743     
  AE_Boo      1478-225-1    72342    16.845273048037924      0.19988795756585362   1.211321817788071       0.264173152062825     221.89683443513908   0.19819326984956875   1234729395962169216   10.5261616807417     0.014902093964023465    C       10.664   0.018      0.07    -1.47    9.73     0.034      9.701     0.0060      -0.3746894494975065    0.2          -1.4100000286102294    
  UY_Cam      4369-1129-1   39009    72.78753792227226       0.30848302778839387   1.162743002411162       0.6453136636980613    119.74531869114509   0.4354701739372488    1134921880785295872   11.463204192320626   0.01276559396787275     C       11.534   0.018      0.069   -1.42    10.803   0.034      10.787    0.017       -0.44632610166688247   0.2          -1.3599999570846557    
  ST_CVn      2012-893-1    68188    29.85792809428046       0.14798960024921218   0.22375658377238455     0.35889043242144847   209.39183008825282   0.23338412492393573   1453674734083793152   11.280671801100304   0.00967862207156489     C       11.334   0.018      0.038   -1.23    10.415   0.037      10.401    0.0050      -0.3556721008415987    0.2          -1.1700000190734863    
  YZ_Cap      6347-974-1    105285   -15.11706228294356      0.28666957171694185   0.534710824746086       0.29337379497865307   319.8849917888142    0.2631668733201099    6884361743993904768   11.203986203432892   0.01723334134688777     C       11.297   0.0090     0.192   -1.22    10.392   0.037      10.289    0.011       -0.4360426765237263    0.2          -1.1600000286102294    
  RZ_Cep      4273-949-1    111839   64.85929754213004       0.18580164431297008   2.654761484581531       0.23599714296307966   339.80581194938475   0.20130030690699557   2211629018927324288   9.19376839452929     0.014679856391376832    C       9.459    0.018      0.907   -1.75    7.923    0.037      7.845     0.0030      -0.38346337715920253   0.2          -1.69                  
  U_Com       1992-1477-1   61809    27.49886987956661       0.14719322103376714   0.46038347563683724     0.27534765167880226   190.01308261649098   0.22625919583459372   3962473193054146944   11.770146113185294   0.009328696975247425    C       11.737   0.012      0.044   -1.36    10.937   0.035      10.888    0.0040      -0.4064289138926682    0.2          -1.3000000143051147    
  RV_CrB      2054-5-1      79974    29.71312091468076       0.25441805880898116   0.49848627526266825     0.28180419649536687   244.85760306409216   0.179646229569549     1317846462066886272   11.359562832366619   0.01293025617695584     C       11.424   0.018      0.118   -1.69    10.514   0.034      10.46     0.0040      -0.3522545321640199    0.2          -1.630000057220459     
  CS_Eri      7558-414-1    12199    -42.96331098944815      0.18124320203159602   2.1570605356749657      0.2278313051779488    39.274539435086666   0.14988395096962392   4947090013255935616   8.97376409064448     0.01234868302837807     C       9.009    0.018      0.057   -1.48    8.121    0.04       8.086     0.0050      -0.37968139695506753   0.2          -1.4200000190734863    
  BX_Leo      1438-1575-1   56742    16.54333040231729       0.16003457830842083   0.5329789377885051      0.2762710258674731    174.50847793424876   0.2218427791611829    3972712532526824448   11.476420737237893   0.014949591915523738    C       11.598   0.036      0.07    -1.39    10.605   0.037      10.669    0.0080      -0.31321304509551556   0.2          -1.3299999856948852    
  CG_Lib      6764-290-1    76313    -24.336885338955565     0.22973462667611952   0.6958803918784082      0.440970983870949     233.81972554039785   0.5101940142473286    6238435083998634240   11.427136299417842   0.015946162941114658    C       11.511   0.012      0.914   -1.32    10.224   0.038      10.127    0.0070      -0.3861446336531772    0.2          -1.2600000524520873    
  VZ_Peg      2251-527-1    116942   24.916097189407854      0.12814416602316633   -0.0761216076584853     0.3364471592329141    355.56801669609234   0.30052604180486026   2852346261548304896   11.8107980612774     0.0070485094049089845   C       11.869   0.018      0.137   -1.77    11.039   0.035      11.012    0.0060      -0.3865695383747264    0.2          -1.7099999809265136    
  RU_Psc      1747-1336-1   5803     24.41548764832808       0.16096867209899451   1.4354156464228895      0.29530577552584497   18.60892078881386    0.24523511800587242   294072906063827072    10.16876571048507    0.016692488990347528    C       10.176   0.012      0.132   -1.73    9.107    0.036      9.058     0.0050      -0.28160144240477697   0.2          -1.6700000190734863    
  SS_Psc      1203-549-1    6301     21.72867452532377       0.33321922342381294   1.1104496582128407      0.5054274149565605    20.2181691257621     0.1599549952716208    289662043370304384    10.865291236122367   0.015939188180231895    C       10.979   0.012      0.149   -0.82    10.048   0.036      9.985     0.0050      -0.41375833389910033   0.2          -0.7599999928474426    
  SV_Scl      7003-95-1     8163     -30.059422708595662     0.15647889552081537   0.4396229677092526      0.3227374821932806    26.2485860418856     0.23652473574773483   5022411782439031936   11.297014624047591   0.013593433329803672    C       11.38    0.0090     0.043   -1.75    10.524   0.036      10.484    0.0060      -0.2961980917150943    0.2          -1.69                  
  MT_Tel      8374-757-1    93476    -46.653840942705806     0.21017750855192643   1.427144108324531       0.30962053132720174   285.5503215368903    0.22911692671268055   6662886601414152448   8.94563917477075     0.016928606669446466    C       8.969    0.0090     0.173   -1.81    8.076    0.042      NA        NA          -0.3719407354957906    0.2          -1.749999942779541     
  AM_Tuc      9136-229-1    6115     -67.91816119971497      0.19574196822527723   0.8499091174790486      0.2588846757146017    19.62797257281534    0.2653802447417165    4692528057537147136   11.53907884300861    0.013126803772223682    C       11.619   0.0090     0.069   -1.54    10.61    0.038      10.558    0.0050      -0.2646879415337934    0.2          -1.4799999618530273    
  SX_UMa      3853-589-1    65547    56.256964105056056      0.4218077919071359    0.41501809333263767     0.344613488197094     201.55557215190584   0.20463504454906664   1565435486842373632   10.902159463291303   0.01743824995533504     C       10.859   0.018      0.03    -1.78    10.066   0.035      10.046    0.0040      -0.385578768012645     0.2          -1.7199999713897705    
  AU_Vir      4965-401-1    65445    -6.979403856908628      0.2986741722138669    0.6507123681488177      0.4303615748573816    201.199976096009     0.3682653448494396    3631453500841926272   11.531300113108392   0.021964029168166498    C       11.602   0.012      0.085   -1.55    10.77    0.037      10.746    0.0050      -0.3373261779345433    0.2          -1.4899999523162841    
  CH_Aql      5188-1517-1   101453   -5.647044676448299      0.14459949019134433   0.47229964249774603     0.3815522125350718    308.4257390826216    0.22979957416505634   6908369683465862912   13.559559759711359   0.017451442337724693    AB      13.466   0.012      0.1     -0.88    12.418   0.039      12.435    0.014       -0.40982716622213433   0.2          -0.8199999952316284    
  XZ_Aps      9436-1635-1   72721    -79.6795496074469       0.22353507723337868   0.7120678684629218      0.29840258896592253   223.02216231764027   0.2622163370514513    5773390387558186624   12.297069138922776   0.015458564242591373    AB      12.332   0.012      0.382   -1.57    10.919   0.038      10.815    0.0060      -0.2310660436407172    0.2          -1.5100000524520873    
  IN_Ara      8747-2167-1   88802    -54.60798788444959      0.47476330052541726   0.19458664735604292     0.22941524808250288   271.91745440994356   0.41243006564667783   6653158053812911616   13.190376601989911   0.014945775189256744    AB      13.153   0.036      0.202   -1.75    11.857   0.037      11.758    0.01        -0.19962664117349135   0.2          -1.69                  
  BH_Aur      2397-244-1    24226    33.963042952249836      0.22863076190490486   1.0005656207713403      0.2890921116778661    78.01779471957754    0.23263503689279735   182142003881848832    11.50235258175287    0.012707924721804273    AB      11.797   0.012      1.182   -0.34    9.881    0.037      9.609     0.022       -0.3409399401089559    0.2          -0.2800000035762787    
  RW_Cnc      1958-774-1    45709    29.065329362995183      0.37942909597592367   0.7419826906699889      0.9348923985198622    139.77513890215306   0.7362436276151618    695655337537044864    11.79538628481276    0.027505446878387466    AB      11.838   0.036      0.062   -1.52    10.692   0.035      10.661    0.01        -0.26177456684137007   0.2          -1.4599999809265136    
  UU_Cet      5838-661-1    320      -16.99766981637167      0.12858603661995882   0.5390417125507608      0.2572742923236678    1.0214969570338632   0.20249708688940932   2414817599507403008   11.905096938727258   0.011503835361165355    AB      12.045   0.0070     0.064   -1.32    10.841   0.039      10.749    0.0070      -0.21759905495439094   0.2          -1.2600000524520873    
  RW_Col      7071-298-1    28699    -31.590267399239714     0.19810151402963216   0.02610669323202348     0.21806405072328938   90.91072590766854    0.1690962889456011    2890929498956531072   13.082171126217403   0.01832428789737112     AB      13.316   0.019      0.172   -1.03    12.039   0.04       11.995    0.0050      -0.2630460353634373    0.2          -0.9699999713897705    
  RX_Col      7084-453-1    29528    -37.250118713581585     0.20632233321194307   0.41914895951202474     0.2286378889563243    93.31143007722514    0.17120497900150403   2884776803686161920   12.509650341938677   0.012002162037726       AB      12.688   0.013      0.338   -1.7     11.316   0.038      11.22     0.0070      -0.2263598006717243    0.2          -1.6400000476837158    
  DD_Hya      199-1667-1    40186    2.8346945331665396      0.2545830764252309    0.38555958715481137     0.4029464203833453    123.132545628654     0.3731244204775858    3090871393500268416   12.361602113122744   0.013733503964886946    AB      12.202   0.012      0.0     -1.0     11.21    0.038      11.096    0.026       -0.18829098972514538   0.2          -0.94                  
  IO_Lyr      2627-1159-1   90053    32.95919587898803       0.19653081936280772   0.5944847574451937      0.22432069878137742   275.6582171146149    0.16855408170886343   4593112037219674368   11.638798803517389   0.020109674753826443    AB      11.838   0.036      0.219   -1.52    10.536   0.037      10.485    0.0040      -0.2387489415521561    0.2          -1.4599999809265136    
  SS_Oct      9524-1884-1   108057   -82.77895676584792      0.2560350493379605    0.9031099564922476      0.2836158207749936    328.3972409554164    0.2150599639347066    6345324587928571648   11.739755508456966   0.017315111611470684    AB      11.898   0.018      0.872   -1.6     9.787    0.038      9.712     0.0070      -0.20627942780224495   0.2          -1.5400000238418579    
  V0455_Oph   1017-263-1    89450    12.35223741121641       0.7714693076702492    0.6699002192972074      0.8013941026301208    273.82708845001764   0.6091549641749213    4484858348599494912   12.237396588374594   0.021150988003464197    AB      12.316   0.012      0.498   -1.42    11.093   0.035      10.929    0.0070      -0.34303980826920505   0.2          -1.3599999570846557    
  BN_Pav      9084-1868-1   96581    -60.6110147706075       0.27286760247348113   0.6719325837988352      0.3830687032756472    294.5140863177987    0.2612502728940679    6445351283875384064   12.414648747605145   0.031771279132086744    AB      12.56    0.018      0.223   -1.32    11.269   0.038      11.247    0.02        -0.2462637739548733    0.2          -1.2600000524520873    
  BP_Pav      9097-1105-1   98265    -65.7362386637792       0.20634370077102132   1.020016872852629       0.27668665902235395   299.5002710523719    0.07697144138100821   6428374137148505984   12.466704283967612   0.01533689834953117     AB      12.493   0.018      0.182   -1.48    11.366   0.037      11.288    0.0030      -0.2780246119266008    0.2          -1.4200000190734863    
  EZ_Cep      4521-107-1    18548    81.23970249514957       0.19566322699732647   0.6506341440911501      0.2646344499639721    59.522775359821175   0.22499525422767377   568205137966212096    12.65535060042319    0.01753908916923715     C       12.887   0.018      0.391   -0.45    11.612   0.038      11.351    0.013       -0.2943607807430314    0.2          -0.38999998807907105   
  DM_And      2773-253-1    NA       35.19695640565629       0.11683059535728363   1.1079224264627576      0.33415468445040275   353.0030311502089    0.24363559918204275   1912453760434108928   11.817665946370273   0.012069532650048795    AB      11.943   0.037      0.439   -2.32    10.575   0.038      10.471    0.012       -0.22797183404506072   0.2          -2.259999933242798     
  DR_And      2286-352-1    NA       34.218382263012785      0.13498325434333555   0.19015694757132243     0.3531903264987623    16.29477873162316    0.3720314638126469    315028326379733760    12.450660069754218   0.01754395362790306     AB      12.431   0.037      0.122   -1.48    11.332   0.035      11.257    0.011       -0.27343576852383433   0.2          -1.4200000190734863    
  BS_Aps      9281-1742-1   NA       -71.67108382235249      0.1987944574852043    0.5314364242708943      0.23028663697464774   245.21454080977372   0.15762453638530668   5806921712636471040   12.039229688509188   0.01153253594410549     AB      12.196   0.018      0.244   -1.33    10.885   0.037      10.783    0.0060      -0.23462952155671446   0.2          -1.2700000429153442    
  EL_Aps      9444-2849-1   NA       -76.22108066269983      0.2129690588445418    0.7091694933948848      0.22202732592345115   263.921905045378     0.1493088570405915    5801111515236622336   11.728902740785191   0.009654400203977563    AB      11.896   0.018      0.659   -1.56    10.193   0.037      10.13     0.0060      -0.23672178169473296   0.2          -1.499999942779541     
  LU_Aps      9293-1598-1   NA       -70.3960913243085       0.2630773478206274    0.527673626612057       0.259584739254013     265.79408968589314   0.2005654030377541    5810083117803121152   12.702864668694371   0.010719328438844357    AB      12.92    0.018      0.139   -2.06    11.458   0.037      11.447    0.022       -0.12199552293052328   0.2          -1.999999942779541     
  BO_Aqr      5816-616-1    NA       -12.360662012887705     0.3570200378449816    1.1596901592461877      0.8104815547998366    343.53444557387587   0.4885416463922317    2603947377740412800   12.057073135504728   0.0373106723976908      AB      12.157   0.0070     0.118   -1.8     10.898   0.037      10.853    0.014       -0.1585779416346578    0.2          -1.7399999523162841    
  UU_Boo      2569-519-1    NA       35.11554878824862       0.27783792204746277   0.46981553402902265     0.25811029900148974   229.27186877440224   0.14265576807743033   1290953129206046592   12.332171101537455   0.015877023025136106    AB      12.28    0.035      0.051   -1.92    11.302   0.035      11.266    0.0050      -0.3400838119385203    0.2          -1.8599999570846557    
  U_Cae       7586-270-1    NA       -37.82105220876608      0.27142841691241765   0.2855736345175797      0.26336547785784276   73.31012590652611    0.19595184555224388   4818348918314107264   12.25378130555665    0.017486236772796697    AB      12.145   0.019      0.041   -1.11    11.18    0.037      11.186    0.0060      -0.3769575519905215    0.2          -1.0500000143051147    
  SS_Cnc      1927-426-1    NA       23.25154573673514       0.13195574929200088   0.4241926799307977      0.34062324603812894   121.60662046356029   0.2272497193517579    680218812758449280    12.142800857272391   0.027073148489437444    AB      12.22    0.035      0.136   -0.07    11.212   0.035      11.144    0.0060      -0.43486085919062806   0.2          -0.010000000298023226  
  Z_CVn       3023-942-1    NA       43.77352178046455       0.19314812529586756   0.7496999679976358      0.27524641919113596   192.43904066272094   0.12266850995508319   1528760795461189888   11.79326993402989    0.010697776178128483    AB      11.98    0.035      0.043   -1.98    10.704   0.034      10.658    0.0040      -0.18442226212511453   0.2          -1.9200000190734863    
  AL_CMi      192-43-1      NA       5.636451702150631       0.14858222413444175   1.1228654736367671      0.4043610796122988    117.23772503336598   0.3089182762560489    3143813565573130880   11.840124332705397   0.01217534481594583     AB      11.931   0.013      0.024   -0.85    10.767   0.037      10.715    0.0080      -0.25916379903571707   0.2          -0.7900000238418579    
  IU_Car      8548-1214-1   NA       -59.59547331319786      0.2739575117834525    0.3730434154703935      0.31533270351611575   103.28105465728227   0.1702953197223271    5480600096166907776   11.880984148105396   0.020531217925721042    AB      11.935   0.0090     0.259   -1.85    10.483   0.037      10.344    0.0040      -0.13247358576600396   0.2          -1.7900000238418579    
  BI_Cen      8642-1380-1   NA       -59.377906427896995     0.1600157795124104    0.317702198912914       0.27687552129777027   176.47744396422073   0.21930855754644676   5335614747719701632   11.899947039481248   0.02307102787475804     AB      11.955   0.036      0.626   -0.83    10.513   0.037      10.366    0.0030      -0.34371008688236027   0.2          -0.7699999833106994    
  V0671_Cen   7278-390-1    NA       -37.4412231140088       0.20059621987350723   0.4719104301328101      0.44601110915953307   205.0403804536045    0.5280908954591226    6163494948428593280   12.308305371915392   0.012613405885534354    AB      12.378   0.019      0.0     -1.4     11.063   0.038      11.005    0.0050      -0.10840679517258799   0.2          -1.339999976158142     
  DX_Cep      4650-982-1    NA       83.95066567435434       0.2020271610139039    0.9604793853253464      0.3723896055051671    341.08054874320277   0.2736293771909962    2299963989259501056   12.16032708561874    0.017657317436380788    AB      12.37    0.037      1.097   -1.83    10.427   0.036      10.328    0.0050      -0.27893171481394724   0.2          -1.7700000429153442    
  RY_Com      1993-2658-1   NA       23.27842319179859       0.20374994013793182   0.3306563539587871      0.43277351437858974   196.2832252739355    0.3744486787997081    3944929145003343616   12.477926546334427   0.02294661617467426     AB      12.385   0.012      0.041   -1.65    11.427   0.036      11.399    0.0070      -0.3288271464669002    0.2          -1.589999976158142     
  WW_CrA      7911-1078-1   NA       -43.832715836269536     0.6580868386479727    0.4363404158677414      0.24924149716741842   271.40321412013117   0.6922095831119818    6723991376017059200   11.799373481435245   0.02076945837417209     AB      12.11    0.036      0.325   -1.38    10.782   0.036      10.669    0.0070      -0.25219992542135233   0.2          -1.3199999952316284    
  DM_Cyg      2707-757-1    NA       32.191295401320296      0.36342631718364454   0.7372722890892157      0.4689704903678353    320.29809930970526   0.16364178565670678   1853751143864356736   11.521788590147795   0.011188835876034165    AB      11.53    0.018      0.3     -0.14    10.287   0.034      10.228    0.024       -0.2003837941387921    0.2          -0.08000000059604645   
  RX_For      6442-690-1    NA       -26.483056255996114     0.2897507561381682    0.3927653842509957      0.28046499269656716   47.80511834478474    0.2448260854320414    5073412491854346880   12.001918322444338   0.015442956334534802    AB      11.959   0.0090     0.043   -1.26    10.929   0.038      10.843    0.0060      -0.22395291466786016   0.2          -1.1999999904632568    
  SW_For      7560-526-1    NA       -38.12871677677551      0.1834916660091204    0.16135774595219757     0.2596871599801565    45.286361212548975   0.16210617892446047   5045760839567585152   12.192827026169997   0.011183964556895432    AB      12.341   0.018      0.048   -1.95    11.059   0.039      10.97     0.0050      -0.09485200525473518   0.2          -1.8900000476837158    
  RR_Gru      7992-369-1    NA       -44.686705362058355     0.22244498685158726   0.38765723197152474     0.2832412946977467    324.51483529051177   0.18176419806093408   6565527904791301504   12.364457166382152   0.012980463481000626    AB      12.438   0.036      0.066   -0.45    11.349   0.037      11.231    0.014       -0.25766771014646267   0.2          -0.38999998807907105   
  UW_Gru      8822-225-1    NA       -54.558083317432875     0.23391157972312307   0.06781341089492167     0.22865551123742422   335.0545960338159    0.15039184963241567   6508563375587983232   13.231625237945778   0.013729022791254052    AB      13.248   0.036      0.064   -1.68    12.175   0.04       12.051    0.0070      -0.26098173205938957   0.2          -1.6199999475479125    
  CW_Her      2597-581-1    NA       35.45142465530582       0.26291306577736767   0.44604426641547523     0.23335018861572512   252.65925721246975   0.19217572778509845   1327053634999596160   12.478372559498007   0.016046821280446082    AB      12.54    0.037      0.057   -2.09    11.393   0.038      11.378    0.0040      -0.20488501695864847   0.2          -2.0299999141693115    
  GY_Her      3063-1333-1   NA       37.80139439567095       0.3347055952574019    0.3249650139897842      0.34811009241917296   249.5751952068456    0.1697596327133181    1328420087434496896   12.700816924027245   0.020099616235760284    AB      12.64    0.037      0.039   -1.92    11.864   0.037      11.579    0.0060      -0.2804201595073828    0.2          -1.8599999570846557    
  CQ_Lac      3204-359-1    NA       39.72011932202802       0.30155471510341075   1.6241259088940263      0.4173263733304795    335.2933635936435    0.34816922447052695   1956961303931536384   12.35914815477923    0.028623157328627406    AB      12.447   0.019      0.282   -2.04    11.091   0.036      11.036    0.0070      -0.20760830716162118   0.2          -1.9799999618530273    
  RX_Leo      1983-539-1    NA       26.61488535068877       0.34561704063549903   0.6359049113046         0.564069552896871     170.99320373472855   0.3066134878503132    3994645453038686464   11.785962576004783   0.011376134790812455    AB      11.948   0.018      0.051   -1.38    10.741   0.035      10.628    0.0080      -0.18482086726168404   0.2          -1.3199999952316284    
  AA_Leo      860-368-1     NA       10.327215744124775      0.18161134257139344   1.346636266095421       0.6936849973465533    174.809264013205     0.34255834053488543   3915944059990205696   12.311046157073806   0.01948660695980512     AB      12.332   0.012      0.115   -1.47    11.207   0.039      11.155    0.019       -0.222790751331857     0.2          -1.4100000286102294    
  AE_Leo      1437-734-1    NA       17.660909947645898      0.2627104767490259    0.17052438879242016     0.5998033002898312    171.55086118675155   0.3363539209399428    3976785295394882688   12.33171356589579    0.02953442029910191     AB      12.43    0.019      0.071   -1.71    11.416   0.037      11.269    0.042       -0.20287101174090302   0.2          -1.6500000381469726    
  AN_Leo      270-519-1     NA       6.634638055112292       0.2566059860533903    1.161584355832255       0.9669483555466166    170.84367214685827   0.4744507941366163    3817504852675061888   12.401093032082958   0.01221520076595327     AB      12.528   0.012      0.186   -1.14    11.041   0.039      11.167    0.0090      -0.24252806461398763   0.2          -1.0799999856948852    
  X_LMi       3000-744-1    NA       39.357841150629625      0.1949179127887868    -0.836759943102622      0.7983875239463467    151.52808194129884   0.9850743106593157    803407442699793920    12.297169562299025   0.019018655898828753    AB      12.355   0.018      0.046   -1.68    11.205   0.033      11.087    0.01        -0.16468998515160688   0.2          -1.6199999475479125    
